ARocketLogger CSV File
File Version,3
Block Size,1
Block Count,1785059             
Sample Count,1785059             
Sample Rate,1
MAC Address,98:5d:ad:b2:2e:9d
Start Time,Wed Mar 10 03:16:18 2021
Comment,

,I1L_valid,I2L_valid,I1H [nA],I1L [10pA],V1 [10nV],V2 [10nV],I2H [nA],I2L [10pA]
1615674972.263871518,1,1,-47600,607803,-1214062,25813211,124762,-32572
1615674973.267429701,1,1,-49213,447825,-1215659,25811130,124415,-161901
1615674974.270936801,1,1,-49688,539925,-1213202,25812476,125487,-52992
1615674975.274482249,1,1,-44248,823847,-1211973,25813578,129204,250864
1615674976.278006307,1,1,-47410,678188,-1213693,25811864,125896,40698
1615674977.281569173,1,1,-48676,551562,-1213939,25812109,123659,-97701
1615674978.285076618,1,1,-51870,167181,-1215413,25812109,123848,-290985
1615674979.288614179,1,1,-51838,535614,-1212956,25812721,125644,-63429
1615674980.292147241,1,1,-46335,820728,-1212710,25815169,128606,239481
1615674981.295671226,1,1,-46651,672860,-1213693,25812721,122336,33623
1615674982.299207681,1,1,-50004,480582,-1213816,25811742,123281,-179361
1615674983.302743656,1,1,-50099,504207,-1213570,25811619,124478,-92727
1615674984.306267184,1,1,-48897,545165,-1213570,25813211,126904,-49332
1615674985.309818116,1,1,-46683,819536,-1212096,25814435,129047,232021
1615674986.313338129,1,1,-47347,668005,-1213447,25813211,127188,29753
1615674987.316867573,1,1,-52060,443339,-1214308,25810518,122178,-220953
1615674988.320404499,1,1,-48201,508238,-1212341,25812966,124604,-86108
1615674989.323935312,1,1,-51427,447037,-1212833,25812599,126463,-103550
1615674990.327477524,1,1,-44880,810895,-1212956,25814557,129015,217468
1615674991.330996385,1,1,-48834,664342,-1212833,25812599,126967,25480
1615674992.334535328,1,1,-50130,419959,-1214553,25811987,124636,-247396
1615674993.338055770,1,1,-46809,513355,-1213570,25812721,124573,-81432
1615674994.341603999,1,1,-51902,547303,-1213447,25812966,125739,-46810
1615674995.345140582,1,1,-47189,813279,-1211481,25814190,129551,221671
1615674996.348665911,1,1,-52186,662783,-1212341,25812599,126117,25147
1615674997.352207425,1,1,-49435,429651,-1213939,25811252,123691,-238518
1615674998.355729680,1,1,-50826,509254,-1214308,25812721,124730,-85880
1615674999.359259756,1,1,-48802,543623,-1213202,25812966,126054,-49980
1615675000.362801468,1,1,-45449,758720,-1210744,25814679,126841,198607
1615675001.366331564,1,1,-47853,664115,-1212587,25812721,126999,24026
1615675002.369867162,1,1,-49972,495041,-1213693,25812599,122084,-163863
1615675003.373389736,1,1,-48517,492009,-1212464,25813211,125361,-106475
1615675004.376926054,1,1,-47663,543658,-1211973,25814435,125550,-50698
1615675005.380465312,1,1,-47189,819273,-1210375,25814190,128133,243053
1615675006.383993950,1,1,-48043,674718,-1211604,25812721,125739,38281
1615675007.387527913,1,1,-47094,535964,-1213202,25811497,122935,-116772
1615675008.391053341,1,1,-47980,480494,-1212464,25812354,126526,-119837
1615675009.394598025,1,1,-50036,542046,-1212341,25813945,123565,-51643
1615675010.398131034,1,1,-47157,822813,-1210252,25815414,129677,245890
1615675011.401663171,1,1,-31217,2157440,-1207672,25815047,138624,1089180
1615675012.405185864,1,1,-46968,499825,-1213202,25811497,126085,-158294
1615675013.408723152,1,1,-49814,497337,-1211358,25813945,126432,-99767
1615675014.412253391,1,1,-47948,542712,-1211727,25812966,126558,-50453
1615675015.415800629,1,1,-46303,817836,-1209884,25815047,128007,231338
1615675016.419322983,1,1,-45196,664167,-1210744,25813945,125487,28545
1615675017.422856896,1,1,-51332,421887,-1212587,25812354,125928,-242651
1615675018.426386204,1,1,-48011,511428,-1212587,25813823,124195,-79418
1615675019.429921095,1,1,-48233,551036,-1210744,25814435,126117,-40611
1615675020.433458498,1,1,-47284,795507,-1210375,25814435,130779,199115
1615675021.436983159,1,1,-47758,656298,-1211973,25813945,125266,20016
1615675022.440526883,1,1,-49055,382979,-1212956,25812599,123974,-276117
1615675023.444053604,1,1,-50194,516510,-1211236,25813945,126369,-76546
1615675024.447594142,1,1,-50004,562726,-1211236,25813088,125266,-27809
1615675025.451123638,1,1,-42824,788865,-1209147,25815291,128259,184405
1615675026.454652665,1,1,-46303,652039,-1211727,25812599,127503,15340
1615675027.458184851,1,1,-52566,369116,-1211973,25811987,124762,-294785
1615675028.461715572,1,1,-49087,520804,-1210744,25814312,125487,-69769
1615675029.465255756,1,1,-47315,574644,-1211604,25813823,125928,-13431
1615675030.468792905,1,1,-47727,779646,-1209024,25815169,126841,170955
1615675031.472309704,1,1,-48834,652004,-1209761,25813211,128165,15113
1615675032.475843890,1,1,-52091,366680,-1212464,25811252,122430,-294189
1615675033.479377968,1,1,-51048,392163,-1211604,25814435,124604,-195595
1615675034.482928874,1,1,-48075,577028,-1210130,25814679,127471,-11750
1615675035.486455217,1,1,-48328,778420,-1209515,25815781,128480,171550
1615675036.489974707,1,1,-48486,652723,-1211358,25814435,126841,14903
1615675037.493515241,1,1,-50826,371640,-1212587,25812109,124730,-292946
1615675038.497043530,1,1,-48296,519297,-1211113,25813455,128448,-72483
1615675039.500579837,1,1,-49529,551597,-1210990,25813700,126400,-40751
1615675040.504113241,1,1,-47410,810457,-1209515,25815659,127408,220357
1615675041.507650399,1,1,-47885,664290,-1210130,25814802,129393,28807
1615675042.511177177,1,1,-49814,468664,-1210990,25812476,124730,-192145
1615675043.514724285,1,1,-48169,492289,-1210744,25813333,125203,-105021
1615675044.518254934,1,1,-50067,507957,-1209392,25810763,102960,-2237220
1615675045.521795944,1,1,-43741,805322,-1208778,25816515,128543,237117
1615675046.525307994,1,1,-48138,683306,-1210252,25814802,126715,48036
1615675047.528847839,1,1,-49688,604491,-1210375,25814557,125014,-34044
1615675048.532372834,1,1,-52250,421589,-1210621,25813578,123502,-194036
1615675049.535901900,1,1,-48929,534842,-1209515,25814679,125424,-55514
1615675050.539436529,1,1,-47663,808582,-1208532,25816393,129456,252615
1615675051.542997751,1,1,-48391,704652,-1210007,25815414,126999,74339
1615675052.546511738,1,1,-48739,634864,-1210621,25814190,127629,805
1615675053.550039798,1,1,-50036,375425,-1210621,25812109,123911,-263683
1615675054.553570688,1,1,-48676,531214,-1208901,25814802,125959,-59401
1615675055.557110282,1,1,-48865,620299,-1209761,25814435,124604,-245540
1615675056.560629483,1,1,-49150,754707,-1208901,25815169,127912,136876
1615675057.564169500,1,1,-47379,648464,-1209024,25814802,126558,11838
1615675058.567701961,1,1,-52597,365663,-1210498,25812109,124541,-294610
1615675059.571241187,1,1,-49245,522907,-1209515,25813700,126022,-69699
1615675060.574771790,1,1,-49150,561500,-1209515,25815047,125896,-28860
1615675061.578312409,1,1,-45639,796612,-1208286,25815659,129204,196278
1615675062.581833287,1,1,-49466,653757,-1209515,25814190,126684,19070
1615675063.585365353,1,1,-51965,387255,-1210744,25812966,122557,-278709
1615675064.588906004,1,1,-49118,513233,-1209515,25813945,127723,-78280
1615675065.592437276,1,1,-47663,547566,-1209392,25813945,125392,-44779
1615675066.595967257,1,1,-36878,1771289,-1204477,25817617,132544,661318
1615675067.599493687,1,1,-47916,660049,-1208041,25813945,125928,23799
1615675068.603031816,1,1,-51585,458639,-1209392,25814190,125361,-203405
1615675069.606566701,1,1,-51237,495637,-1209515,25814802,123911,-100363
1615675070.610098388,1,1,-50162,540381,-1208655,25814802,125234,-52519
1615675071.613664547,1,1,-45449,822866,-1208041,25817372,129551,251810
1615675072.617159764,1,1,-48043,682605,-1210007,25815659,124069,48544
1615675073.620714250,1,1,-47537,619143,-1208901,25813823,125424,-16216
1615675074.624229866,1,1,-50067,393968,-1209638,25813333,121139,-230234
1615675075.627769194,1,1,-49814,533896,-1208286,25814679,122273,-55916
1615675076.631298482,1,1,-49245,732554,-1207549,25816393,125833,170237
1615675077.634830864,1,1,-41591,1276686,-1205829,25817127,131158,468437
1615675078.638356878,1,1,-50194,644853,-1209269,25816026,127377,8721
1615675079.641894719,1,1,-50984,364279,-1208532,25813700,120446,-288060
1615675080.645435336,1,1,-48739,524958,-1208532,25815047,126054,-63657
1615675081.648971355,1,1,-49593,594887,-1208778,25816883,126999,10822
1615675082.652500516,1,1,-47885,772408,-1207058,25816271,131347,162006
1615675083.656027754,1,1,-47442,649410,-1207672,25815414,127566,13309
1615675084.659556348,1,1,-50036,363473,-1209515,25812354,122588,-294522
1615675085.663100781,1,1,-50763,521049,-1208409,25814924,128102,-68368
1615675086.666620330,1,1,-49814,576274,-1207549,25815291,126337,-9929
1615675087.670154508,1,1,-47094,781206,-1206320,25816271,125266,175386
1615675088.673691397,1,1,-48581,565495,-1207180,25815169,125613,-100748
1615675089.677218008,1,1,-50953,369326,-1209269,25814312,122966,-295643
1615675090.680762329,1,1,-52155,512286,-1206935,25815414,127125,-77054
1615675091.684262577,1,1,-48296,551457,-1207549,25815781,126117,-38457
1615675092.687823732,1,1,-46082,802132,-1206812,25816393,128700,208624
1615675093.691373508,1,1,-48169,659558,-1207549,25815047,128511,25077
1615675094.694892625,1,1,-50320,424270,-1208778,25813333,125865,-238815
1615675095.698413279,1,1,-49593,505364,-1208778,25813945,126148,-87088
1615675096.701949559,1,1,-50921,540766,-1207795,25815047,125676,-50277
1615675097.705484318,1,1,-47252,817783,-1205583,25816026,127723,237660
1615675098.709016327,1,1,-48328,669320,-1207180,25814679,126337,33903
1615675099.712557760,1,1,-49055,478654,-1208041,25813945,125487,-191182
1615675100.716092293,1,1,-50225,493639,-1207795,25814190,124069,-102850
1615675101.719614343,1,1,-48960,542887,-1206689,25813945,124226,-48947
1615675102.723153020,1,1,-47505,814856,-1206075,25816883,129425,233492
1615675103.726681938,1,1,-47853,667217,-1207549,25815536,127597,31294
1615675104.730221393,1,1,-53483,441446,-1208778,25814924,123407,-220165
1615675105.733747747,1,1,-49877,506678,-1206443,25815169,124636,-84514
1615675106.737281765,1,1,-48549,543886,-1206566,25815169,125707,-45129
1615675107.740813909,1,1,-45544,806251,-1205952,25816393,128637,215612
1615675108.744348861,1,1,-51364,658646,-1205706,25815291,124951,23063
1615675109.747878852,1,1,-51743,379929,-1208041,25812966,124100,-284207
1615675110.751415004,1,1,-48676,549897,-1206566,25814802,127377,-60435
1615675111.754946700,1,1,-49118,556610,-1206689,25815169,124888,-30786
1615675112.758476810,1,1,-45639,787919,-1204477,25816883,127786,186103
1615675113.762028787,1,1,-49276,651128,-1206320,25814802,127377,15568
1615675114.765542823,1,1,-53388,365435,-1207918,25812721,123439,-294312
1615675115.769075185,1,1,-47442,520699,-1207549,25814190,125707,-68350
1615675116.772621735,1,1,-49688,582233,-1206689,25816148,126117,-3782
1615675117.776143951,1,1,-47410,770165,-1205952,25817862,125865,161078
1615675118.779681073,1,1,-48201,648587,-1205583,25814435,126211,13554
1615675119.783204174,1,1,-49561,361790,-1207549,25814067,122588,-289601
1615675120.786740390,1,1,-26409,2849527,-1197104,25818719,143917,1674110
1615675121.790271670,1,1,-46019,672264,-1205829,25817005,127534,96808
1615675122.793805356,1,1,-46841,748520,-1204723,25816515,126463,131167
1615675123.797338176,1,1,-49941,643241,-1205583,25815659,126463,8948
1615675124.800872251,1,1,-50447,365120,-1207303,25813578,124951,-283227
1615675125.804408232,1,1,-48454,527359,-1205091,25813945,126841,-61818
1615675126.807943129,1,1,-48517,640858,-1205952,25816393,128606,66862
1615675127.811470001,1,1,-48106,747206,-1204969,25816148,126432,130151
1615675128.815002583,1,1,-48517,645555,-1206320,25816760,125581,10945
1615675129.818532721,1,1,-51048,365470,-1206320,25814435,122966,-279969
1615675130.822082520,1,1,-47948,527201,-1205952,25817372,124132,-61450
1615675131.825599748,1,1,-49846,283817,-1204846,25818107,124006,-217258
1615675132.829133947,1,1,-47442,732887,-1205091,25818107,125991,111641
1615675133.832658559,1,1,-48169,639122,-1204600,25814924,126841,5568
1615675134.836204146,1,1,-48296,376144,-1206443,25814679,124415,-256538
1615675135.839737259,1,1,-51617,531968,-1205706,25815903,124667,-57230
1615675136.843274008,1,1,-44943,815242,-1204723,25819086,128732,259830
1615675137.846802987,1,1,-45481,681132,-1204969,25816148,126211,51486
1615675138.850333684,1,1,-49719,575345,-1205214,25816026,126400,-67475
1615675139.853868595,1,1,-49403,483053,-1205829,25816760,126211,-115003
1615675140.857423481,1,1,-47537,540959,-1206075,25816148,125991,-49209
1615675141.860947650,1,1,-46208,809791,-1202757,25818229,128732,224700
1615675142.864464363,1,1,-48043,684550,-1204846,25817250,125739,21084
1615675143.867999308,1,1,-55570,-85719,-1208532,25813578,120603,-663542
1615675144.871531080,1,1,-48581,516019,-1205706,25815659,128543,-73779
1615675145.875062926,1,1,-50352,570192,-1205091,25816883,125959,-16496
1615675146.878598841,1,1,-45386,772496,-1203863,25817005,126463,166857
1615675147.882129975,1,1,-48422,647482,-1204600,25816515,125045,13537
1615675148.885662737,1,1,-51649,363560,-1206689,25814312,123974,-291160
1615675149.889190994,1,1,-48770,522311,-1205091,25816883,124699,-65811
1615675150.892727506,1,1,-50573,617373,-1205091,25816393,126148,40436
1615675151.896259847,1,1,-45892,752516,-1203494,25817984,128165,137226
1615675152.899782479,1,1,-47916,643031,-1203986,25816638,128133,9264
1615675153.903318734,1,1,-77268,-1961534,-1213816,25814802,123785,-277273
1615675154.906862256,1,1,-52850,456588,-1205460,25816393,124258,-139643
1615675155.910395445,1,1,-48359,704057,-1203863,25817005,128700,141534
1615675156.913925737,1,1,-47126,717797,-1205337,25817127,128826,93691
1615675157.917452135,1,1,-48169,639122,-1205091,25816515,127597,4920
1615675158.920990275,1,1,-50162,379754,-1205460,25815291,124919,-248395
1615675159.924522160,1,1,-46683,533510,-1204846,25816393,127692,-55549
1615675160.928063214,1,1,-47758,816013,-1202757,25818474,128921,260583
1615675161.931585914,1,1,-49782,686075,-1203617,25816760,127471,53360
1615675162.935118890,1,1,-47727,589191,-1205214,25816026,127062,-48526
1615675163.938650498,1,1,-51522,469120,-1205460,25816515,124384,-128663
1615675164.942187147,1,1,54369,10809900,-1169087,25817862,129299,370806
1615675165.945729592,1,1,-46588,774494,-1203248,25818474,128889,185788
1615675166.949251637,1,1,-50036,657227,-1203371,25817127,127188,22573
1615675167.952783411,1,1,-50447,368012,-1205460,25814557,122304,-293244
1615675168.956321202,1,1,-49751,520927,-1203371,25816026,126684,-65233
1615675169.959850474,1,1,-48075,646396,-1203740,25818351,127282,76423
1615675170.963395444,1,1,-45829,723370,-1202511,25817250,129992,100766
1615675171.966926201,1,1,-47410,633935,-1203740,25816148,125991,3204
1615675172.970435728,1,1,-50320,408357,-1205214,25816393,125077,-207468
1615675173.973993261,1,1,-50004,535806,-1203986,25817250,125266,-52431
1615675174.977513237,1,1,-47189,820833,-1201528,25818963,130843,243106
1615675175.981052717,1,1,-43552,960095,-1203003,25818229,133300,520729
1615675176.984595278,1,1,-53040,356112,-1205460,25814802,125171,-311929
1615675177.988114039,1,1,-49751,521838,-1203617,25817127,124384,-66406
1615675178.991652672,1,1,-46398,680870,-1203248,25818229,126904,114723
1615675179.995187264,1,1,-45070,709823,-1202757,25818229,129299,84094
1615675180.998717509,1,1,-47916,621158,-1203371,25817005,125707,-10507
1615675182.002273994,1,1,-50225,453960,-1204477,25815291,123754,-148557
1615675183.005777018,1,1,-49276,536472,-1202757,25816515,125455,-51819
1615675184.009322073,1,1,-46303,809073,-1203248,25818351,128165,222144
1615675185.012844429,1,1,-48201,652547,-1203371,25816638,127534,18598
1615675186.016377931,1,1,-52566,361124,-1205091,25815781,126117,-290810
1615675187.019909905,1,1,-56424,-177433,-1205952,25817127,120257,-605787
1615675188.023441013,1,1,-48960,725035,-1202019,25819086,127219,161849
1615675189.026984849,1,1,-47663,698606,-1203740,25817617,129425,70889
1615675190.030505625,1,1,-50383,619195,-1203248,25818229,126117,-16321
1615675191.034041090,1,1,-51554,446564,-1204354,25817250,124069,-156753
1615675192.037573185,1,1,-50162,538786,-1203494,25818107,125014,-50383
1615675193.041100838,1,1,-45924,814663,-1201528,25818719,131599,236013
1615675194.044635212,1,1,-47284,661328,-1203371,25817127,123502,28860
1615675195.048175360,1,1,-50731,393039,-1205091,25816026,122367,-269217
1615675196.051716215,1,1,-48138,516580,-1203740,25817372,124982,-71222
1615675197.055245793,1,1,-50447,567739,-1203740,25818841,123029,-18177
1615675198.058767284,1,1,-46556,667620,-1201528,25819086,128574,122341
1615675199.062312250,1,1,-46778,637650,-1203003,25816638,127125,2801
1615675200.065840266,1,1,-50289,362018,-1204846,25816638,123754,-287675
1615675201.069381372,1,1,-48707,523503,-1203617,25818719,125455,-63815
1615675202.072899441,1,1,-47252,616654,-1201528,25819086,126337,40418
1615675203.076435745,1,1,-45987,755583,-1201774,25818719,127314,145422
1615675204.079968252,1,1,-48391,642558,-1202757,25818229,127912,10087
1615675205.083497683,1,1,-52882,360879,-1204108,25816271,120729,-291913
1615675206.087032375,1,1,-49688,527254,-1203248,25818229,124667,-61625
1615675207.090564298,1,1,-48865,587123,-1201528,25819086,126526,4903
1615675208.094097115,1,1,-46556,765924,-1201528,25819331,129645,159782
1615675209.097642690,1,1,-47600,569526,-1202757,25817617,125865,-29123
1615675210.101156630,1,1,-52661,357794,-1204231,25815781,124226,-301072
1615675211.104699336,1,1,-52692,521926,-1202019,25817250,127440,-67107
1615675212.108231218,1,1,-49593,575415,-1202142,25819086,126211,-8020
1615675213.111763713,1,1,-48707,784045,-1202388,25819943,128196,180517
1615675214.115292494,1,1,-50510,651759,-1202019,25818107,125171,18755
1615675215.118831952,1,1,-52439,376670,-1204600,25816393,123281,-284803
1615675216.122353541,1,1,-51048,510762,-1203125,25817862,125455,-77702
1615675217.125865033,1,1,-51016,542396,-1201774,25818474,125455,-46092
1615675218.129423678,1,1,-46208,810405,-1199930,25821166,128543,225611
1615675219.132949630,1,1,-49118,661871,-1201774,25819086,126778,29228
1615675220.136495212,1,1,-49403,469751,-1202757,25817005,125108,-179186
1615675221.140043259,1,1,-49371,483473,-1202634,25819086,125550,-110905
1615675222.143556720,1,1,-48264,537769,-1201774,25817984,126400,-52221
1615675223.147092034,1,1,-45671,817590,-1200299,25819698,127566,248850
1615675224.150627637,1,1,-47537,673842,-1202142,25818107,125802,41907
1615675225.154160961,1,1,-50162,572874,-1202388,25818474,125392,-64182
1615675226.157690386,1,1,-49972,448299,-1202634,25818107,127345,-152847
1615675227.161220608,1,1,-51143,533405,-1201159,25818474,127345,-53079
1615675228.164761427,1,1,-48169,820289,-1200791,25820187,128133,261266
1615675229.168294460,1,1,-44595,680887,-1201159,25818841,127471,50400
1615675230.171818300,1,1,-48011,647255,-1200422,25818474,124604,-24657
1615675231.175355247,1,1,-57500,-372919,-1203986,25816638,117327,-768862
1615675232.178897325,1,1,-49846,528708,-1201651,25818474,125865,-58438
1615675233.182429882,1,1,-47094,816206,-1199562,25820677,126652,260776
1615675234.185955575,1,1,-47853,684690,-1200914,25818229,127692,56022
1615675235.189492811,1,1,-47695,612535,-1201405,25818474,127093,-18212
1615675236.193011687,1,1,-50225,417908,-1201036,25817862,124321,-193669
1615675237.196559273,1,1,-50162,532774,-1201159,25818963,126400,-53885
1615675238.200081274,1,1,-44121,819676,-1199316,25821289,128070,263088
1615675239.203617354,1,1,-48834,680186,-1199685,25819698,127786,50505
1615675240.207157729,1,1,-49466,590786,-1201282,25818474,124226,-45024
1615675241.210676786,1,1,-50984,453837,-1200668,25818963,126274,-147909
1615675242.214217240,1,1,-52408,236391,-1201897,25818229,122147,-341017
1615675243.217749511,1,1,-45291,812262,-1199930,25820922,128322,240076
1615675244.221277149,1,1,-48106,664956,-1200914,25818719,127030,33150
1615675245.224821286,1,1,-51490,456939,-1201897,25818107,123754,-200656
1615675246.228345904,1,1,-47885,504645,-1201405,25818351,124226,-82395
1615675247.231876091,1,1,-48106,544359,-1200299,25820065,127282,-43570
1615675248.235406971,1,1,-46462,789969,-1199562,25820555,131000,192688
1615675249.238949428,1,1,-47600,646764,-1199685,25820187,129267,15901
1615675250.242504671,1,1,-49529,362193,-1202265,25817250,123124,-288323
1615675251.246016645,1,1,-46430,522802,-1200299,25819331,126778,-62046
1615675252.249538303,1,1,-47474,725298,-1198825,25820310,130086,170360
1615675253.253081614,1,0,-50004,621333,-1200176,25820432,125959,173319
1615675254.256611632,1,1,-48644,620107,-1200545,25819575,126495,-12101
1615675255.260146716,1,1,-52914,433577,-1200422,25818841,126526,-172864
1615675256.263677369,1,1,-49213,536402,-1200299,25819208,125959,-51013
1615675257.267207846,1,1,-46145,811877,-1198702,25820677,129582,237082
1615675258.270744303,1,1,-47727,656929,-1199562,25819820,128354,27179
1615675259.274279943,1,1,-51933,375110,-1201405,25817617,125550,-286326
1615675260.277809647,1,1,-52692,516072,-1199685,25819331,125140,-68876
1615675261.281343359,1,1,-49466,628099,-1200791,25820310,126463,56302
1615675262.284872004,1,1,-47853,725649,-1199930,25820432,128637,106667
1615675263.288397862,1,1,-48201,635372,-1199316,25819086,126621,5709
1615675264.291936279,1,1,-52787,390866,-1201282,25815903,114176,-1129984
1615675265.295468875,1,1,-48296,531653,-1199562,25818107,125108,-56459
1615675266.299005468,1,1,-43995,815014,-1199070,25820677,129551,246994
1615675267.302547649,1,1,-47062,659978,-1199930,25819943,126022,29385
1615675268.306065751,1,1,-52850,384311,-1199930,25817127,121643,-279374
1615675269.309603222,1,1,-48676,520138,-1199685,25818229,124762,-66109
1615675270.313139790,1,1,-44880,669302,-1199193,25821411,129834,105179
1615675271.316676845,1,1,-46588,707474,-1198947,25819943,127566,83008
1615675272.320203650,1,1,-49403,615199,-1198456,25819698,124384,-15323
1615675273.323728737,1,1,-51016,464826,-1200176,25818719,123250,-133461
1615675274.327276754,1,1,-48328,537664,-1198456,25819453,126652,-48929
1615675275.330804200,1,1,-46809,720426,-1197473,25819331,115279,-985139
1615675276.334331344,1,1,-49308,640384,-1198825,25820432,125959,9631
1615675277.337874504,1,1,-50004,362509,-1201405,25818596,125140,-280022
1615675278.341394192,1,1,-49371,527516,-1198579,25820555,127377,-57825
1615675279.344931951,1,1,-48233,804008,-1195875,25822390,128354,253193
1615675280.348456090,1,1,-47094,677627,-1198456,25820922,126747,49262
1615675281.351997249,1,1,-48075,536963,-1198947,25818841,123911,-107420
1615675282.355532347,1,1,-53451,498353,-1198210,25820677,124636,-90101
1615675283.359065071,1,1,-52850,542273,-1198702,25820555,126211,-43868
1615675284.362590919,1,1,-46208,781679,-1196981,25821534,128322,184947
1615675285.366130172,1,1,-48960,645116,-1198210,25819943,129047,13326
1615675286.369666408,1,1,-37827,1369696,-1195507,25819820,130275,318689
1615675287.373192298,1,1,-49371,525869,-1198579,25821411,126243,-61188
1615675288.376725721,1,1,-46809,771637,-1197964,25822758,127503,220042
1615675289.380265879,1,1,-47695,691000,-1197719,25820677,128007,63499
1615675290.383795292,1,1,-45955,608890,-1199316,25820677,126652,-23449
1615675291.387330088,1,1,-53736,450560,-1200176,25819698,125108,-150168
1615675292.390860039,1,1,-49656,535228,-1198210,25820432,126369,-49892
1615675293.394389831,1,1,-44501,812210,-1195630,25821901,130906,234998
1615675294.397919673,1,1,-49941,658313,-1198210,25821289,126400,28562
1615675295.401456793,1,1,-51902,386344,-1197842,25819575,122746,-274033
1615675296.404992063,1,1,-50257,515318,-1199439,25820432,124069,-70277
1615675297.408528621,1,1,-52091,105524,-1199930,25820432,118618,-460312
1615675298.412052060,1,1,-49182,745418,-1196367,25821534,127534,132585
1615675299.415593214,1,1,-49909,636196,-1197964,25821534,126841,7039
1615675300.419127424,1,1,-52408,370746,-1199930,25818841,121548,-263140
1615675301.422657167,1,1,-48486,527411,-1198210,25820555,126841,-57072
1615675302.426206724,1,1,-46809,805462,-1196613,25822146,127471,255435
1615675303.429722424,1,1,-48834,680957,-1197596,25820310,126054,52869
1615675304.433248349,1,1,-49371,572541,-1198702,25820432,126621,-65741
1615675305.436786210,1,1,-52123,478549,-1197719,25819943,124478,-113742
1615675306.440321266,1,1,-50447,538207,-1198087,25821901,127408,-48631
1615675307.443858721,1,1,-46114,805305,-1197473,25821044,129267,221723
1615675308.447383827,1,1,-47094,593327,-1197227,25821534,124825,-58333
1615675309.450924663,1,1,-50004,358215,-1199439,25818596,125833,-299005
1615675310.454455446,1,1,-49814,517667,-1195998,25820677,126589,-66581
1615675311.457992201,1,1,-48612,607400,-1197964,25821534,128322,31592
1615675312.461520832,1,1,-47632,745821,-1196858,25821901,126400,134687
1615675313.465050006,1,1,-48929,638807,-1197473,25821166,128637,9964
1615675314.468584665,1,1,-51965,361562,-1199070,25818719,123281,-278271
1615675315.472114733,1,1,-51269,523380,-1198333,25820065,128196,-61065
1615675316.475653761,1,1,-49245,668794,-1196367,25822268,129614,106177
1615675317.479182875,1,1,-49276,733290,-1196613,25822268,127944,116737
1615675318.482732270,1,1,-48707,638860,-1196613,25821044,124510,10700
1615675319.486258397,1,1,-52629,374128,-1199070,25819698,122210,-286799
1615675320.489782638,1,1,-48169,519262,-1197227,25821289,126085,-65548
1615675321.493333464,1,1,-47252,610047,-1197104,25822390,124793,36618
1615675322.496848952,1,1,-45133,765994,-1195753,25821901,128984,162479
1615675323.500375653,1,1,-50352,645905,-1196367,25821289,125896,16951
1615675324.503911876,1,1,-50036,386817,-1197842,25818841,123848,-272527
1615675325.507445948,1,1,-50162,499860,-1197596,25821044,126148,-85355
1615675326.510969080,1,1,-50889,537962,-1196613,25821534,126117,-48631
1615675327.514510776,1,1,-46999,815365,-1195384,25823737,127566,245207
1615675328.518061921,1,1,-49087,669968,-1196858,25820922,126558,41591
1615675329.521581425,1,1,-49182,591907,-1196736,25820922,125203,-40138
1615675330.525102678,1,1,-49782,451015,-1197473,25819453,127093,-128663
1615675331.528646459,1,1,-49182,524905,-1196121,25821411,127723,-59209
1615675332.532178116,1,1,-46683,796103,-1194647,25822635,131725,245558
1615675333.535700923,1,1,-49624,700271,-1195875,25822023,125487,77894
1615675334.539235460,1,1,-46904,632568,-1195753,25821534,127944,4535
1615675335.542771855,1,1,-52028,366978,-1197104,25819820,126274,-263088
1615675336.546305889,1,1,-48960,525939,-1194647,25821656,126337,-58070
1615675337.549840237,1,1,-48201,717692,-1195875,25823247,126999,161656
1615675338.553366837,1,1,-47189,719041,-1195630,25821656,126841,102026
1615675339.556909548,1,1,-47347,637019,-1195753,25822146,126463,8195
1615675340.560435162,1,1,-52629,153896,-1197350,25819453,124982,-382609
1615675341.563982771,1,1,-48517,551843,-1195015,25821289,127377,-29893
1615675342.567514544,1,1,-46367,692051,-1195138,25822390,126873,132796
1615675343.571041083,1,1,-48422,725333,-1195630,25821901,129834,108716
1615675344.574568132,1,1,-48802,635828,-1195998,25822146,126337,7687
1615675345.578108041,1,1,-51332,362894,-1196858,25819208,125581,-274330
1615675346.581635315,1,1,-49561,521785,-1196490,25821656,128228,-60872
1615675347.585176245,1,1,-45576,688003,-1194401,25823737,128511,128260
1615675348.588697437,1,1,-47379,722038,-1195261,25822268,126369,105056
1615675349.592226871,1,1,-50447,636634,-1194401,25823125,128102,8668
1615675350.595768324,1,1,-51301,364647,-1197104,25819820,122588,-267203
1615675351.599295347,1,1,-53578,51281,-1195875,25820555,123439,-262282
1615675352.602835202,1,1,-46778,737619,-1194401,25823125,126810,184492
1615675353.606362638,1,1,-48992,710243,-1194647,25823125,128763,90136
1615675354.609900861,1,1,-47189,633917,-1195261,25822513,126432,6199
1615675355.613443675,1,1,-52629,367328,-1196367,25819698,125896,-260898
1615675356.616962106,1,1,-49276,526973,-1196244,25822635,126621,-55671
1615675357.620503339,1,1,-46715,767659,-1193172,25823492,127125,218659
1615675358.624026330,1,1,-50352,701533,-1194647,25822390,127786,77789
1615675359.627551533,1,1,-49972,626030,-1194155,25821166,129582,-1068
1615675360.631092183,1,1,-51427,399383,-1195753,25821166,124352,-213142
